@@Illegal Search@@ The reporting party alleged that the accused officer took his cell phone and failed to inventory or return it. The reporting party further alleged that the accused officer treated him in a "nasty” manner and issued him a false citation for failing to cooperate with the police. The reporting party alleged that the accused officer had her gun in her hand when she ran into his barbershop to assist other officers with an arrest. The accused officer did not point the gun at anyone in particular, but the reporting party believed that someone could have been shot if the accused officer had tripped while the gun was in her hand. The reporting party related that the accused officers entered his barbershop to arrest an unknown individual. The reporting party alleged that the accused officers damaged several items in the barbershop by throwing them on the floor for no reason. The reporting party stated that the unknown individual was acting "wild" and resisted the accused officers’ attempts to arrest him Reference	No Action Taken
@@Domestic@@ In an incident involving an on-duty CPD Officer/husband, the Complainant/wife, and the Detective/wifes brother, it was alleged that the Officer/husband grabbed the Complainant/wifes arm and shoved her. Also, on June 16, 2012, it was alleged that the Officer/husband violated a court order because he sent the Complainant/wife a text message and called her on the telephone. It was further alleged that between January 7 and July 1, 2012, the Officer/husband harassed the Complainant/wife by sending her numerous text messages. Finally, it was alleged that on September 9, 2011, the Officer/husband harassed and verbally abused the Detective/wifes brother by sending him a derogatory text message.	Violation Noted
@@Conduct Unbecoming (Off-Duty)@@ It is alleged that the accused officer failed to secure his weapon, police |.D., FOID card and vest, which were placed inside his personal vehicle that was then stolen at the above location.	Penalty Not Served
@@Use Of Force@@ On March 9, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident occurring in the 20th District, on March 9, 2009. It was alleged that an off-duty Chicago Police Department (CPD) officer was inattentive to duty, in that he accidentally discharged his weapon; and he failed to notify the Office of Emergency Management & Communications (OEMC) of a firearm discharge incident. On April 15, 2009, it was further alleged that the accused provided a false statement to IPRA relative to the incident. Based on statements from the accused officer, reports, photographs, and witnesses, IPRA recommended to SUSTAIN the allegation that the accused was inattentive to duty in that he accidentally discharged his weapon. Further, IPRA recommended a finding of NOT SUSTAINED for the allegation that the accused failed to perform a duty in that he did not notify OEMC of a firearm discharge incident. Further, IPRA recommended a finding of UNFOUNDED for the allegation that the accused provided a false statement to IPRA relative to the incident. IPRA recommended a one (1) day suspension for the accused member.	Short Term Suspension
@@Operation/Personnel Violations@@ The the accused she would to	Violation Noted
@@Illegal Search@@ officers stopped and searched him without justification.	No Action Taken
@@Operation/Personnel Violations@@ The complainant stated that he was stopped by the accused officer for disregarding a stop sign and driving with a suspended license. The accused officer drove his car, a 1999 GS Buick Regal bearing license plate ‘rom the location of the street stop to the 004th District, and while driving the vehicle, the accused officer drove very recklessly at a high rate of speed, driving over several visible pot holes, damaging the suspension of the vehicle, damaging the right strut, which led the fender to sit on the top of the rim which made the vehicle no longer operable. The complainant further alleged that the vehicle is no longer in operating condition as a result of this incident. Ticket and	No Action Taken
@@Verbal Abuse@@ On August 21, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on August 21, 2009, involving an on-duty Chicago Police Department (CPD) Officer. It was alleged that the accused Officer punched the Victim in the face and verbally abused him. It was also alleged that on January 22, 2010, the Officer gave a false report to IPRA stating that he did not punch the Victim. Based on statements made by the accused, the victim and a witness, arrest reports, medical records, and photographs, IPRA recommended a finding of NOT SUSTAINED for the allegation that the Officer punched the Victim in the face. IPRA also recommended to SUSTAIN the allegation that the Officer verbally abused the Victim. Further, IPRA recommended a finding of UNFOUNDED for the allegation that the Officer submitted a false report to IPRA. IPRA recommended a written reprimand for the accused Officer.	Reprimand
@@Use Of Force@@ ‘The reporting party alleged that the accused falsely arrested the victim, for battery. The reporting party alleged that the accused falsely arrested the victim, for battery. ing party allegec sed sted the victim, for battery. The reporting party alleged that the accused choked the victim during a verbal altercation. The reporting party alleged that the accused falselv arrested the victim, ‘or battery. ng party allege sed sted the victim or battery.	No Action Taken
@@Operation/Personnel Violations@@ It is reported that the accused officer had a Personal Data terminal inside of the trunk of his personal vehicle without justification or permission	Short Term Suspension
@@Use Of Force@@ body. body. It is alleged that the accused officer struck the Complainant about his It is alleged that the accused officer struck the Complainant about his	No Action Taken
@@Operation/Personnel Violations@@ On 18 January 2007, a complaint was registered with the Independent Police Review Authority (IPRA, f/k/a Office of Professional Standards), regarding an incident occurring in the 12th District, involving thirteen (13) on-duty Chicago Police Department members. It was alleged that the accused members failed to provide police service on 15 December 2006. It was further alleged against a principally accused sergeant and two principally accused officers that they failed to conduct a license premises investigation as mandated by a CPD special order. IPRA recommended to SUSTAIN the first allegation that the members failed to provide police service after responding to a call for emergency assistance, against the principally accused sergeant and eight other accused officers. The investigation revealed that those members were at the location of the incident and failed to conduct an appropriate investigation as to the reason for the emergency assist call. IPRA recommended to NOT SUSTAIN this first allegation against the remaining four members as the evidence could neither prove nor disprove the allegation. IPRA recommended to SUSTAIN the second allegation against the principally accused sergeant and two accused members as the investigation revealed that each of them had spoken to witnesses at the scene and obtained information that a bar fight had transpired, but failed to conduct a license premises investigation. Further IPRA recommended a forty-five (45) day suspension for one of the accused officers, a twenty (20) day suspension for the accused sergeant and two accused officers, a five day (5) suspension for two accused officers, a three (3) day suspension for two accused officers, and a one (1) day suspension for a final accused officer.	Short Term Suspension
@@Lockup Procedures@@ The reporting party alleged that the accused tore the right pocket on his First Down black jacket. The reporting party further alleged that the accused failed to inventory a black wallet which contained miscellaneous telephone numbers and papers. The reporting party alleged that the accused tore the right pocket on his First Down black jacket. The reporting party further alleged that the accused failed to inventory a black wallet which contained miscellaneous telephone numbers and papers.	No Action Taken
@@Operation/Personnel Violations@@ The reporting party alleged that she is in the eviction process. The reporting party alleged that her landlord called "911" to report that she and her children had not vacated the premises and refused to leave. The reporting party alleged that unknown uniformed officers, a black male and 4 white males responded to her residence, entered with their guns drawn and ordered her and children from the apartment.	No Action Taken
@@Use Of Force@@ On June 8, 2015, at approximately 2:15 pm, officers were in pursuit of two subjects that just ?ed on foot from a stolen motor vehicle, which had stopped in the alley of the block of S. Saginaw Avenue. A ?ash message was sent out with a description of the subjects. One subject was wearing a white t?shirt and black shorts. The other subject was a black male possibly wearing a white V?neck shirt, camo pants and white shoes. Sergeant A was responding to the incident when he observed Subject 1 (?Subject who resembled one of the descriptions provided in the ?ash message, in the backyard of a residence located at S. Saginaw Avenue. When Sergeant A asked Subject 1 to show his hands, Subject 1 became tense, ?exed his muscles, and tossed two hand?rolled, paper cigars, brown in color, to the ground, which Sergeant A suspected as cannabis. Sergeant A approached Subject 1 to detain him. At which point, Subject 1 pulled away and swatted at Sergeant A?s hands. Sergeant A performed an emergency takedown, and with the help of Officer A, placed Subject 1 into custody. The suspected cannabis cigars were recovered and inventoried. A well?being check was conducted at the residence of S. Saginaw Avenue because the rear doors of the residence near where Subject 1 was taken into custody were wide open.	Short Term Suspension
@@Operation/Personnel Violations@@ The complainant alleges that the accused officer that responded to his 911 call tefused to provide him with a police report and refused to arrest the offender that remained on the scene. The complainant alleges that the accused officer that responded to his 911 call tefused to provide him with a police report and refused to arrest the offender that remained on the scene.	Short Term Suspension
@@Domestic@@ In an incident involving two off-duty CPD Officers (A and B) and three Complainants/adopted minor children (1, 2, and 3), it was alleged that, during the course of several law enforcement investigations regarding the abuse and/or neglect of Officer Bs three adopted minor children, Officer A made false reports to medical personnel and/or law enforcement, physically maltreated Complainant 1/adopted minor child on an unspecified time and date between June and July of 2008, physically maltreated Complainant 1/adopted minor child on April 29, 2009, November 13, 2009, one week prior to November 15, 2009, and one month prior to November 15, 2009. Officer A is also alleged to have physically maltreated Complainant 2/adopted minor child on February 24, 2009, on or about November 15, 2009, and physically maltreated Complainant 3/adopted minor child on or on about November 15, 2009. Also, it was alleged that Officer B on three separate occasions in 2009 failed to summit a written report that she was under investigation by the Illinois Department of Children and Family Services (DCFS), made false reports to medical personnel and/or law enforcement officials during the course of several law enforcement investigations regarding abuse and/or neglect of the Complainants/adopted minor children, failed to seek timely medical treatment for Complainant 1/adopted minor child on an unspecified date between June and July of 2008, on April 29, 2009, one week prior to November 15, 2009, and one month prior to November 15, 2009, physically maltreated and/or failed to protect Complainant 1/adopted minor child from harm on an unspecified date between June and July of 2008, on approximately April 29, 2009, November 13, 2009, one week prior to November 15, 2009 and one month prior to November 15, 2009, physically maltreated and/or failed to protect Complainant 1/adopted minor child by failing to administer prescribed medication to him, physically maltreated and/or failed to protect Complainant 2/adopted minor child from harm on February 24, 2009 and on November 15, 2009, and physically maltreated and/or failed to protect Complainant 3/adopted minor child from harm on November 15, 2009.	Short Term Suspension
@@Use Of Force@@ On 03 January 2006, a complaint was registered with the Independent Police Review Authority, (f/k/a The Office of Professional Standards), regarding an incident occurring in the 11th District. It was alleged that an on-duty Chicago Police Department lieutenant was inattentive to duty in that she entered the wrong apartment during the execution of a search warrant and failed to ensure the proper execution of the search warrant. It was further alleged that an on-duty Chicago Police Department sergeant was inattentive to duty in that he entered the wrong apartment during the execution of a search warrant; failed to ensure the proper execution of a search warrant; and failed to conduct a thorough preliminary investigation of misconduct. It was also alleged against twelve other on-duty Chicago Police Department officers that they were inattentive to duty in that they entered the wrong apartment during the execution of a search warrant. Further, it was alleged against ten of the twelve accused officers that they kicked a victim; pushed the victims head into the floor; and verbally abused the victim. Based on department records and witness and accused statements that verified that the wrong apartment was entered in the execution of the search warrant, IPRA recommended to SUSTAIN the allegation that the accused lieutenant, sergeant and six other accused officers were inattentive to duty in that they entered the wrong apartment during the execution of a search warrant. Also, because there was no corroborating evidence, IPRA recommended a finding of NOT SUSTAINED for the allegation that those accused six officers who entered the wrong apartment, kicked a victim; pushed the victims head into the floor; and verbally abused the victim. Based on department records and witness and accused statements, IPRA recommended to SUSTAIN the allegation that the accused lieutenant and sergeant failed to ensure the proper execution of the search warrant. Also, based on corroborating department records and witness statements, IPRA recommended to SUSTAIN the allegation that the accused sergeant failed to conduct a thorough preliminary investigation of misconduct. For the other six of the accused officers, IPRA recommended a finding of UNFOUNDED for the allegation that these officers were inattentive to duty in that they entered the wrong apartment during the execution of a search warrant, as corroborating statements and reports indicated that these accused officers did not enter the residence. Additionally, IPRA recommended a finding of UNFOUNDED for the allegation that four of these accused officers kicked a victim; pushed the victims head into the floor; and verbally abused the victim as it was already established that these officers never entered the residence in order to engage in such acts. IPRA recommended a seven (7) day suspension for the accused lieutenant and sergeant; a three (3) day suspension for the first accused officer; and a reprimand for the other five accused officers who entered the wrong residence.	Short Term Suspension
@@Illegal Search@@ The reporting party/victim alleged that the accused officers executed search warrant this apartment by mistake, damaging some of his furniture. The reporting party/victim stated that officers on the scene apologized to him and told him they had intended to enter an apartment one floor above his.	No Action Taken
@@Lockup Procedures@@ The complainant alleges that his credit cards and forty dollars are missing and were not inventoried or returned. The complainant alleges that his credit cards and forty dollars are missing and were not inventoried or returned. The complainant alleges that his credit cards and forty dollars are missing and were not inventoried or returned.	No Action Taken
@@Use Of Force@@ In an incident involving forty-four on-duty CPD members (Officers A- Z and A1 R1), a Lieutenant, a Sergeant, three Detectives (Detective 1, 2, and 3) and Victim, it was alleged that Officers A, B, C, D, L, U, V, W, X and the Lieutenant violated the Chicago Police Departments pursuit policy. It is also alleged that Officer E, F, G, H, I, J, K, M, N, O, P, Q, R, S, Y, Z, A1, B1,C1, D1, E1, F1, G1, H1, I1, J1, K1, L1, M1, N1, 01, P1, Q1, R1, the Sergeant, Detective 1, Detective 2, and Detective 3 violated the Chicago Police Departments pursuit policy, left their duty assignments without authorization, and failed to notify the OEMC that they were responding as assist units. Finally, it is alleged that Officer T violated the Chicago Police Departments pursuit policy, left his duty assignments without authorization, failed to notify the OEMC that he was responding as an assist unit, violated Chicago Police Departments use of deadly force policy by shooting the Victim without justification, and violated a Chicago Police Department General Order by failing to remain on the scene to report to the watch commander after discharging his weapon.	Short Term Suspension
@@Use Of Force@@ On July 22nd, 2012, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an incident involving two off- duty Chicago Police Officers (Officers A and B) that occurred on July 22nd, 2012 in the 25th District. It was alleged that Officer A engaged in a physical altercation while off-duty; failed to identify himself as a police officer; verbally abused a Sergeant; brought discredit upon the Department in that he was charged with Battery and Resisting; and failed to follow directions of responding officers who directed him not to leave the scene. It was alleged that Officer B engaged in a physical altercation while off-duty; was intoxicated while off-duty; failed to identify himself as a police officer; brought discredit upon the Department in that he was charged with Battery and Resisting; and failed to follow directions of responding officers who directed him not to leave the scene. Officer A agreed through mediation to accept IPRAs finding of SUSTAINED for all allegations and a twenty (20) day suspension. Officer B agreed through mediation to accept IPRAs finding of SUSTAINED for all allegations and a thirty (30) day suspension.	Short Term Suspension
@@Operation/Personnel Violations@@ It is reported that the accused officer failed to properly secure his firearm	Short Term Suspension
@@Illegal Search@@ The complainant, alleged that the accused officer improperly searched his groin and buttocks area. The complainant alleged that the accused officer racially profiled him. The complainant, ‘lleged that the accused office: uetainea and yelled at him and searched his vehicle without justification.	No Action Taken
@@Conduct Unbecoming (Off-Duty)@@ It is reported that the accused was not in compliance with indebtedness to the city and received notice on the date in question. It is reported that the accused failed to resolve his indebtedness to the City of Chicago. The accused failed to provide proof of resolved debt to the human resource division and administration which is required by section E01-07, section IV-A- 6b. Is reported that the accused violated tule 6, in that he was disobedient of a direct order in writing and orally.	Short Term Suspension
@@Illegal Search@@ On July 18, 2017, Subject 1 was driving in the vicinity of S. Halsted St., Chicago, IL. As he was driving, an unmarked Chicago Police SUV activated its emergency lights and pulled over Subject 1 for a broken left tail light. Officer A and Officer exited their vehicle and asked Subject 1 for his identification and insurance. During the traffic stop, Subject 1?s vehicle was searched and the officers were involved in an altercation with Subject 1. COPA investigates the legality of the search and the interaction with Subject 1.1	other_outcome
@@Use Of Force@@ In an incident involving an off-duty CPD Officer and the Complainant, it was alleged that the Officer slapped, punched and directed profanities at the Complainant.	Short Term Suspension
@@Operation/Personnel Violations@@ The reporting party alleges that the accused failed to arrest the offender, who was still on the scene, after he violated an order of protection and damaged her personal property. The reporting party alleges that the accused failed to arrest the offender, who was still on the scene, after he violated an order of protection and damaged her personal property.	Short Term Suspension
@@Use Of Force@@ On March 21st, 2013, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an incident involving an on- duty Chicago Police Officer that occurred on March 21st, 2013 in the 12th District. It was alleged that the accused Officer was inattentive to duty in that he accidentally discharged his weapon. During mediation, the Officer agreed to accept IPRAs finding of SUSTAINED and a Violation Noted.	Reprimand
@@Use Of Force@@ In an incident involving two off-duty CPD Officers (Officer A and Complainant/Officer B), it was alleged that Officer A directed profanities at Complainant/Officer B, pushed, choked and struck Complainant/Officer B in the head and face. Officer A is also alleged to have left the scene of the incident and failing to report it to the Department. Finally, Officer A is alleged to have brought discredit upon the Department when he engaged in a verbal and physical altercation. Complainant/Officer B is alleged to have directed profanities towards Officer A and punched Officer A in the face. Complainant/Officer B is also alleged to have brought discredit upon the department by engaging in a verbal altercation. Finding: Officer A: During mediation, Officer A agreed to accept IPRAs finding of SUSTAINED and a penalty of a 2-day Suspension for the allegations that Officer A pushed and punched Complainant/Officer B, leaving the scene and failing to report the incident to the Department, and bringing discredit upon the Department by engaging in a verbal and physical altercation; NOT SUSTAINED for the allegations that he directed profanities at Complainant/Officer B and choked Complainant/Officer B. Complainant/Officer B: Based on statements from the accused Officer, the Complainant/Officer B, witnesses and department reports/records, IPRA recommended the following: a finding of SUSTAINED and a penalty of a 1-day Suspension for the allegations that Complainant/Officer B directed profanities towards Officer A, and for bringing discredit upon the Department by engaging in a verbal altercation; NOT SUSTAINED for the allegation that punched Officer A in the face.	Short Term Suspension
@@Operation/Personnel Violations@@ The complainant states that the male subject recently lived with her and she asked him to leave the premises because of his behavior. The complainant alleges that the male subject, returned with the accused officer. The complainant alleges that the accused officer begun to yell, curse, hit, and kick at her door. The complainant alleges that the accused officer told her, "Shut the fuck up." The complainant alleges that the accused officer put his finger in her face, threatened to arrest her and continued to yell. The complainant alleges that the accused officer threatened to tear up her report if she did not take it. The complainant alleges that the accused officer refused to provide her name and star number upon request. The complainant states that the male subject, ___ recently lived with her and she asked him to leave the premises because of his behavior. The complainant alleges that she called 911 and the accused officer that arrived refused to provide her name and star number upon request. The complainant states that the male subject recently lived with her and she asked him to leave the premises because of his behavior. The complainant alleges that the accused officer was reluctant to provide his name and star number upon request. The complainant alleges that the accused officer interrogated her and yelled at her. The complainant alleges that the accused officer “barged” in her roommate's room as he was sleeping. The complainant alleges that the accused officer filled out the police report based upon incorrect information.	No Action Taken
@@Lockup Procedures@@ The complainant alleged that the accused Department members failed to inventory or return his i-pod	No Action Taken
@@Use Of Force@@ On April 27, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on April 26, 2009, in the 7th District, involving three on-duty Chicago Police Department (CPD) officers (Officers A, B, and C) and two on- duty CPD sergeants (Sergeants A and B). It was alleged that Officer A struck the Victim with a police vehicle; threatened to fight with Bystander A; made false reports; and failed to follow Department policy regarding traffic crashes. Further, it was alleged that Officer B pushed the Victim; directed profanities at Bystander B; and threatened Bystander B. Additionally, it was alleged that Officer C made an incomplete Illinois Traffic Crash Report. It was alleged that Sergeant A failed to follow Department policy regarding initiation responsibilities and procedures. It was alleged that Sergeant B failed to follow Department policy regarding initiation responsibilities and procedures; and failed to follow Department policy regarding investigation of traffic crashes involving Department members. Based on statements from the accused officers, victims, and witnesses, departmental and medical records, and admissions by Officers A, C, and Sergeant A, IPRA recommended a finding of SUSTAINED for the allegations that Officer A struck the Victim with a police vehicle. IPRA recommended a finding of NOT SUSTAINED for the allegation that Officer A threatened to fight with Bystander A. Additionally, IPRA recommended a finding of SUSTAINED for the allegation that Officer A made false reports. Further, IPRA recommended a finding of SUSTAINED for the allegation that Officer A failed to follow Department policy regarding traffic crashes. IPRA recommended a finding of NOT SUSTAINED for the allegation that Officer B pushed the victim; directed profanities at Bystander B; and threatened Bystander B. IPRA recommended a finding of SUSTAINED for the allegation that Officer C made an incomplete Illinois Traffic Crash Report. IPRA recommended a finding of SUSTAINED for the allegation that Sergeant A failed to follow department policy regarding initiation responsibilities and procedures. IPRA recommended a finding of NOT SUSTAINED for the allegations that Sergeant B failed to follow Department policy regarding initiation responsibilities and procedures and failed to follow Department policy regarding investigation of traffic crashes involving Department members. IPRA recommended a sixty (60) day suspension for Officer A, a one (1) day suspension for Officer C, and a five (5) day suspension for Sergeant A.	Short Term Suspension
@@Supervisory Responsibilities@@ In an incident involving two on-duty CPD Officers (A, and B), five on-duty Sergeants (A, B, C, D, and E), a Lieutenant and the Complainant, it was alleged that during a foot pursuit Officer A made racial comments to the Complainant and Officer B failed to report misconduct committed by Officer A when Officer A made racial comments to the Complainant. It was also alleged that Sergeant A failed to obtain a complaint register number regarding Officer As misconduct and was inattentive to duty in that he failed to monitor his radio during the foot pursuit of the Complainant by Officer A and B. Also, it was alleged that Sergeant B, C, D, and E failed to obtain a complaint register number regarding Officer As misconduct. It was further alleged that the Lieutenant failed to obtain a complaint register number regarding Officer As misconduct and was inattentive to duty in that he failed to monitor his radio during the foot pursuit of the Complainant.	Reprimand
@@Operation/Personnel Violations@@ iT IS REPORTED THAT THE ACCUSED IS INDEBTED WITH THE CITY OF CHICAGO, IN THE OF AMOUNT $326.96.	Reprimand
@@False Arrest@@ The reporting party alleges during a traffic stop the accused stated, "Motherfucker get out of your car," to which the reporting party complied. The reporting party alleges he gave the accused his driver's license and asked the reason for the stop and the accused stated, "Motherfucker shut the fuck up." The reporting party also alleges the accused searched his vehicle without justification, falsely arrested him for marijuana that one of his passengers admitted was his and impounded his vehicle. The reporting party alleges the case was dismissed on 28 NOVEMBER 2011.	No Action Taken
@@Illegal Search@@ The Reporting Party Victim alleged that the accused officers stopped and detained him without justification. _ further alleges that one of the unknown officers ordered him to remove his shoes and socks and pulled his pants down to mid-thigh.	No Action Taken
@@Domestic@@ On May 14, 2010, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an April 13, 2010 incident involving an on-duty Sergeant in the 10th District. It was alleged that the accused Sergeant failed to take appropriate police action, in that he failed to properly document a domestic incident involving an off- duty Chicago Police Officer. During mediation, the accused Sergeant agreed to accept IPRAs finding of SUSTAINED for the allegation and accepted a Violation Noted.	Violation Noted
@@Operation/Personnel Violations@@ The complainant alleges that his wife, was seriously injured after she was struck by a bike rider near | recorded under CPD Event ; Vand CFD Event # ‘ne complainant alleges that the responding officers failed to prepare a General Offense Case Report regarding this Incident The complainant alleges that he went to the 001st District and obtained RD#H>” documenting the incident	Short Term Suspension
@@Illegal Search@@ The complainant alleged that several officers arrived and banged on the front door of the building. The complainant further alleged that when he opened the door, several officers walked in his brother's 1st floor apartment without complainant's permission or a Search Warrant. The complainant also alleged that the officers removed a firearm from his brother's bedroom	No Action Taken
@@False Arrest@@ The Reporting Party Victim alleges that several unknown male black officers arrested him under false pretenses for Possession of a Controlled Substance (PCS).	No Action Taken
@@Illegal Search@@ The reporting party alleged that the accused officer pulled him out of his friend's vehicle, handcuffed him and placed him in the backseat of a marked SUV. It is alleged that the female officer threatened to taser him without justification. It is further alleged that the accused officers failed to inventory or return his keys.	No Action Taken
@@Operation/Personnel Violations@@ It is reported that the accused officer is decertified by the llinois Law Enforcement Training and Standards Board and no longer has the ability to practice as a law enforcement officer in lllinois. Itis reported that this certification was due to the fact that the accused officer was found guilty in the United States District Court, Northern District of lllinois under case number 07CR 276-1 of the offense of Civil Rights Violation before a Grand Jury (18-USC s242)	Resigned
@@Domestic@@ On October 9, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding incidents that occurred on October 9, 2009 in the 16th District involving an off-duty Chicago Police Department (CPD) Officer. It was alleged that the Officer verbally abused the Complainant; harassed the Complainant by using his vehicle to block her vehicle in a parking space; threatened the Complainant with bodily harm on several occasions; and used CPD resources for personal gain. Based upon a mediation, the Officer agreed to accept IPRAs finding of SUSTAINED for the allegation that he used CPD resources for personal gain. The Officer agreed through mediation to accept a one (1) day suspension.	Short Term Suspension
@@Use Of Force@@ Subject 1, a pedestrian, and Officer A, off duty and driving his personal vehicle, crossed paths on the above date, time, and location when Subject 1 spit at Officer A?s car. Officer A exited his vehicle to confront Subject 1, grabbed Subject 1 by his backpack strap, and demanded that Subject 1 clean off his windshield. When Subject 1 refused, Officer A handcuffed him and called the 20th District to summon on duty officers. Officer A told the responding officers that Subject 1 spit in his face during the confrontation. Officer A then signed a misdemeanor battery complaint, causing Subject 1 to be arrested. Almost one year later, Subject 1 filed a lawsuit alleging misconduct by Officer A and the other involved officers. subsequent investigation shows that only Officer A committed misconduct; allegations against all other officers are unfounded.	Short Term Suspension
@@Operation/Personnel Violations@@ THE REPORTING PARTY STATES THAT SHE CALLED THE 001ST DISTRICT STATION AND SHE ALLEGES THAT THE ACCUSED OFFICER PICKED UP THE PHONE AND HUNG IT UP BEFORE SAYING HELLO. THE REPORTING PARTY STATES THAT SHE WAS INVOLVED IN A TRAFFIC ACCIDENT AND SHE WENT TO THE 001ST DISTRICT STATION TO REPORT THE INCIDENT. SHE ALLEGES THAT THE ACCUSED OFFICERS FAILED TO PROVIDE HER WITH A POLICE REPORT.	No Action Taken
@@Use Of Force@@ In an incident involving forty-four on-duty CPD members (Officers A- Z and A1 R1), a Lieutenant, a Sergeant, three Detectives (Detective 1, 2, and 3) and Victim, it was alleged that Officers A, B, C, D, L, U, V, W, X and the Lieutenant violated the Chicago Police Departments pursuit policy. It is also alleged that Officer E, F, G, H, I, J, K, M, N, O, P, Q, R, S, Y, Z, A1, B1,C1, D1, E1, F1, G1, H1, I1, J1, K1, L1, M1, N1, 01, P1, Q1, R1, the Sergeant, Detective 1, Detective 2, and Detective 3 violated the Chicago Police Departments pursuit policy, left their duty assignments without authorization, and failed to notify the OEMC that they were responding as assist units. Finally, it is alleged that Officer T violated the Chicago Police Departments pursuit policy, left his duty assignments without authorization, failed to notify the OEMC that he was responding as an assist unit, violated Chicago Police Departments use of deadly force policy by shooting the Victim without justification, and violated a Chicago Police Department General Order by failing to remain on the scene to report to the watch commander after discharging his weapon.	Short Term Suspension
@@Use Of Force@@ On January 1, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on January 1, 2009 in the 25th District involving an off-duty Chicago Police Department (CPD) Officer. It was alleged that the accused Officer bit Victim Sergeant on the leg; kicked Victim Officer A on the leg; kicked Victim Paramedic A on the arm; spat on the back of the head of Victim Paramedic B; verbally abused Victim Sergeant; verbally abused Victim Officer B; and by her overall actions brought discredit on the department. Based on statements from the accused officer, victims and witnesses, department reports, and medical records, IPRA recommended to SUSTAIN the allegations that the accused Officer bit Victim Sergeant on the leg; kicked Victim Officer A on the leg; kicked Victim Paramedic A on the arm; spat on the back of the head of Victim Paramedic B; verbally abused Victim Sergeant; verbally abused Victim Officer B; and by her overall actions brought discredit on the department. IPRA recommended a thirty (30) day suspension for the accused Officer.	Separation
@@Use Of Force@@ On June 27, 2009, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on June 27, 2009, involving two on-duty Chicago Police Department (CPD) Officers (Officers A and B). It was alleged that Officer A pushed Victim A, hit him about the face and body with a metal object, verbally abused Victims A and B, failed to provide Victim B his name and star number upon her request, and used inappropriate language on the radio. It was also alleged that Officer B used inappropriate language on the radio. Based on statements from the accused, the victims and witnesses, photographs, medical records, and police reports, IPRA recommended a finding of NOT SUSTAINED for the allegations that Officer A pushed Victim A, hit him about the face and body with a metal object, verbally abused Victims A and B, failed to provide Victim B his name and radio number upon her request, and used inappropriate language on the radio. IPRA recommended to SUSTAIN the allegation that Officer B used inappropriate language on the radio. IPRA recommended a written reprimand for Officer B.	Reprimand
@@Conduct Unbecoming (Off-Duty)@@ The complainant, Lt. Richard Plotke #681, unit 023, alleges that on 18 December 2011 at 2300 hours, at the accused, Thomas WALSH, failed to secure his prescribed duty weapon, a Smith and Wesson, Model 5943, serial 9mm, 4.5" barrel, stainless steel finish, reported stolen under RD;	Short Term Suspension
@@Operation/Personnel Violations@@ It is reported that the accused officer failed to secure his weapons in that his weapons were discovered in the possession of in residence during a domestic incident. It is further reported that the discovered weapons were not registered.	Short Term Suspension
@@False Arrest@@ alleges on 22 OCT 2013 at and at approximately 0845 hours he was falsely arrested by P.O. Angelo TRAVLOS #16236 and P.O. Pablo VASQUEZ #12188. The complainant, The complainan alleges on 22 OCT 2013 at Mime nd at approximately 0845 hours he was falsely arrested by P.O. Angelo TRAVLOS #16236 and P.O. Pablo VASQUEZ #12188.	No Action Taken
@@Illegal Search@@ THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICERS STOPPED HIM AND SEARCHED HIM WITHOUT JUSTIFICATION. HE ALSO ALLEGES THAT ONE OF THE ACCUSED OFFICERS REFERRED TO HIM AS "MOTHERFUCKER AND DUMB ASS."	No Action Taken
@@False Arrest@@ THE REPORTING PARTY, WHO DID NOT WITNESS THE INCIDENT ALLEGES THAT THE ACCUSED OFFICERS ENTERED AND SEARCHED HER RESIDENCE WITHOUT JUSTIFICATION. SHE ALSO ALLEGES THAT THE ACCUSED OFFICERS THREATENED TO SHOOT HER DOGS AND ARRESTED THE VICTIM WITHOUT JUSTIFICATION.	No Action Taken
