"cr_id","summary"
"1061043","The reporting party victim alleges that the accused sergeant failed to initiate a complaint on his behalf when he called Area Central to file a complaint against “Detective Golden."""" Furthermore, the reporting party victim alleges that the accused sergeant told him to call IPRA. The reporting party victim alleges that the accused detective attempted to influence him to drop the charges against his ex-wife Detective Gail Cruz relative to RD# Furthermore, the reporting party victim alleges that the accused detective was rude and discourteous in that he hung up on him and yelled at him on the phone."
"1061898","The complainant alleged that the accused officer failed to return item listed a brown watch on the inventory slip #"
"1061903","The complainant alleged that the accused officer failed to return item listed .” a white metal watch on the inventory slip #"
"1062327","It is reported that the accused officer was inattentative to duty in that, the subject escaped while in police custody. It is reported that the accused officer was inattentative to duty in that, the subject escaped while in police custody."
"1062360","The reporting party alleged that the accused handcuffed him, placed him in the backseat of the squad car and transported (against his will)to Loretta hospital for a mental evaluation. The accused failed to allow him to secure his apartment. Consequently, his apartment was vandalized."
"1062559","lleged that the accused pushed her twice."
"1063481","The reporting party alleges that she went to the 22nd District police station to file a report on behalf of her elderly mother regarding an unauthorized use of a bank card. The reporting party alleges that a black female uniformed officer was rude and unprofessional. The reporting party alleges that the officer stated, “This is a family matter, dial 311 they will take your report for you, this is kind a complicated, take your mom to the police where you live, where do you live, how do | know that you didn't do."
"1065390","The complainant alleged that the accused officer falsely arrested him."
"1065904","alleges that on 22 August 2008, 2135 hours, at hicago Police Department members P.O. RODEKOHR #16313, P.O. Damen BALESTERI #7510, and P.O. Timothy CONLAN #4236 falsely arrested him, Note, this is documented under CB for whic! 1s convicted and is now serving time at Lincoln Correctional Center as inmate IR : alleges that on 22 August 2008, 2135 hours, at Police Department members P.O. RODEKOHR, #16313, P.O. Damen BALESTERI #7510, and P.O. Timothy CONLAN #4236 falsely arrested him, Note, this is documented under CB for which HALLRODRIGUEZ was convicted and is now serving time at Lincoln Correctional Center as inmate IR alleges that on 22 August 2008, 2135 hours, at icago Police Department members P.O. RODEKOHR , P.O. Damen BALESTERI #7510, and P.O. Timothy CONLAN #4236 falsely arrested him, Note, this is documented under CB for which was convicted and is now time at Lincoln Correctional Center as inmate IR"
"1066929","The reporting party victim alleges that two white hispanic uniformed police officers, one with the last name Martinez and Star #15723 or 16523, responded to a report of an assault at her residence. The officers refused to take any action, laughed at the victim, told her to have a good day, and left. The victim requested that a “white shirt"""" respond and two male white uniformed police officers, one with the last name “Storrie,"""" responded. These officers told the victim that no white shirt would respond to this incident and that she needs to get along with her neighbors. The officers laughed and walked away without taking any action. The victim stated that she is afraid for her safety and alleged that she is not receiving police services."
"1066973","during visitation with the minor victim, the accused grabbed the victim by his neck, lifted him up and yelled at him."
"1068418","The Reporting Party Victim alleges that the accused stopped and detained him without justification. The Reporting Party Victim alleges that the accused stopped and detained him at the above location without justification and then searched his vehicle without permission after he had produced identification and explained that he was cherckina an hig rental property aj tis further alleged tht ged 2001 Mitsubishi Montero uring the search by F her alleged that the accused noted the license plate in his phone and that the Reporting Party Vicitm now fears future harassment."
"1068678","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER DETAINED HIM FOR OVER ONE HOUR AND ISSUED HIM A CITATION WITHOUT JUSTIFICATION. HE ALSO ALLEGES THAT THE ACCUSED OFFICER REFUSED TO TAKE HIS BOND CARD BECAUSE HE WAS ALREADY DRIVING ON A TICKET. CITATION - PASSING ON THE RIGHT: THE REPORTING PARTY STATES THAT THE STAR """"1588"""" IS WRITTEN ON THE CITATION THAT WAS ISSUED TO HIM."
"1068922","The complainant alleges that the accused officer planted drugs on her and she was falsely arrested and her vehicle was falsely impounded."
"1070841","The complainant alleges that the accused officers kicked in her door and arrested her for disorderly conduct. The complainant further alleges that the accused officers damaged her door and failed to secure her door when they took her to jail. The complainant alleges that the accused officers kicked in her door and arrested her for disorderly conduct. The complainant further alleges that the accused officers damaged her door and failed to secure her door when they took her to jail. ‘The complainant alleges that the accused officers kicked in her door and arrested her for disorderly conduct. The complainant further alleges that the accused officers damaged her door and failed to secure her door when they took her to jail."
"1072191","The reporting party alleged that the accused officer falsely arrested the victim."
"1001233","On November 12, 2006, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a the Office of Professional Standards), regarding incidents occurring in the 8th District on September 10, 2006, and on November 12, 2006, involving an on-duty and an off-duty Chicago Police Department (CPD) Sergeant (Sergeants A and B). It was alleged that on September 10, 2006, Sergeant A, while off-duty, grabbed the complainant and tried to pull her inside his vehicle; and kicked the complainant on the leg. In addition, it was alleged that on November 12, 2006, Sergeant A engaged in an unjustified physical altercation with the complainant in that he pulled her by the hair, slammed her to the floor, placed his arm across her throat and choked her, spat on her face, kicked her in the shin and thigh, grabbed her by the coat and pulled off the buttons, pulled her down the stairs by her hair, and/or threw her cell phone outside; and verbally abused the complainant in that he called her a whore. It was further alleged that Sergeant B failed to initiate a Complaint Register (CR) Number against Sergeant A on behalf of the complainant after she made allegations of misconduct against Sergeant A. Based on statements from the accused sergeants, reports, photographs, and witnesses, IPRA recommended a finding of NOT SUSTAINED for the allegations that on September 10, 2006, Sergeant A grabbed the complainant and tried to pull her inside his vehicle; and kicked the complainant on the leg. Further, IPRA recommended to SUSTAIN the allegations that on November 12, 2006, Sergeant A engaged in an unjustified physical altercation with the complainant in that he pulled her by the hair, slammed her to the floor, placed his arm across her throat and choked her, spat on her face, kicked her in the shin and thigh, and grabbed her by the coat and pulled off the buttons; and verbally abused the complainant in that he called her a whore. Additionally, IPRA recommended to SUSTAIN the allegation that Sergeant B failed to initiate a CR Number against Sergeant A on behalf of the complainant after she made allegations of misconduct against Sergeant A. IPRA recommended a ten (10) day suspension for Sergeant A and a reprimand for Sergeant B."
"1005987","On May 24, 2007, a complaint was registered with the Independent Police Review Authority (IPRA f/k/a the Office of Professional Standards), regarding an incident occurring in the 12th District, on May 23, 2007. It was alleged that an off-duty Chicago Police Department (CPD) officer choked the complainant; pushed the complainant; punched the complainant on the face; and threatened the complainant. In addition, it was alleged that the accused was arrested and charged with Aggravated Battery; was indicted on the two counts of Aggravated Battery, five counts of Official Misconduct, and one count of Unlawful Restraint; was convicted of two counts of Aggravated Battery and five counts of Official Misconduct; and brought discredit upon the Department. Based on reports and statements from witnesses, IPRA recommended to SUSTAIN the allegations that the accused choked the complainant; pushed the complainant; punched the complainant on the face; threatened the complainant; was arrested for Aggravated Battery; was indicted on eight criminal charges; was found guilty of two counts of Aggravated Battery and five counts of Official Misconduct; and brought discredit upon the Department. IPRA recommended separation from the Department for the accused member."
"1015538","On 06 April 2008, a complaint was registered with the Independent Police Review Authority (IPRA) regarding an incident that occurred in the 3rd District, in which an off-duty Chicago Police Department officer allegedly broke the windshield of a vehicle while the complainant was seated in the drivers seat, and tripped or kicked the complainant. Based on the officers admission, IPRA recommended to SUSTAIN the allegation that the officers conduct brought discredit upon the Department. Because there were neither corroborating witnesses nor physical evidence to prove or disprove the allegation, IPRA recommended to NOT SUSTAIN the allegation of physical violence. IPRA recommended a five (5) day suspension for the accused member."
"1049715","The reporting party/victim alleged that the accused physically mistreated her while the victims were arrested or detained without justification. The reporting party/victim additionally alleged that following the arrest of the victims, she discovered that a safe containing $10,000- was missing. Victim alleged that following the arrests of the victims, he discovered that $200- was missing from the location of incident."
"1049886","THE REPORTING PARTY ALLEGES THAT DURING HIS ARREST THE ACCUSED OFFICERS TASERED HIM WITHOUT JUSTIFICATION. HE ALSO ALLEGES THAT ONE OF THE ACCUSED OFFICERS PLACED HIS FIST IN HIS MOUTH AND OTHER OFFICERS HELD HIM BY HIS NECK REFERENCE LOG# 1049794"
"1050873","The complainant alleges that the accused officers failed to properly inventory his car keys"
"1052122","The Complainant, -, alleged that on 25 February 2012, Lieutenant Edward Richards was rude and unprofessional in that he stated words to the effect of, """"Get you ass out of my station, you probably don't know how to spell shit.” The Complainant, , alleged that on 21 February 2012, Officer Sylvester Mackey was aware that a civilian who was involved ina traffic accident with the complainant did not have insurance and falled to give the civilian a traffic citation"
"1053509","The reporting party victims alleged that the accused officer was rude and unprofessional and refused to provide them with a case report regarding taxi driver's illegal driving. A case report was obtained from another officer: RD#"
"1053687","The reporting party alleged that the accused detective failed to arrest an offender. Reference RD#"
"1054114","The reporting party alleged that the accused officer failed to arrest an offender who battered the victim. The accused officers ramnini~ - case report for Battery: HV- The reporting party alleged that the accused officer failed to arrest an offender who battered the victim. The accused officers completed a case report for Battery: HV-"
"1057196","of the officers asked, “What is this?""""(referring to his penis). The accused handcuffed him and searched his vehicle without justification."
"1057457","The complainant: ho did not witness the incident,alleges that 26 August 2012, 1800 hours, at ;Chicago Police Department Members search her Aunt's Incident 1s documented under Search Warrant # The complainant 3, who did not witness the incident,alleges that 26 August 2012, 1800 hours, at| Chicago Police Department Members s me and damaged incident is documented under Search Warra"
"1058071","It is alleged that the victim reported that she was a victim of a sexual assault and the accused responded to the incidet and failed to give her a case report and then told her to take a shower, call 311, and attend her CAPS meetings. The accused also informed the victim that special attention would be placed on her building It is alleged that the victim reported that she was a victim of a sexual assault and the accused responded to the incident and failed to give her a case report and then told her to take a shower, call 311, and attend her CAPS meetings. The accused also informed the victim that special attention would be placed on her building"
"1058293","The reporting party alleged that she was battered by her boyfriend at which time the accused, who responded to the scene, were rude and unprofessional. One of the officers spoke with her two teenage sons behind a closed door, without her permission and attempted to convince her sons that she (reporting party) was not a """"victim."""" One of the officers made an unwarranted comment something to the effect, &#8220;18#8217;m in here making out with your boyfriend. The accused failed to listen to her side of the story and refused to arrest her boyfriend Case Report: Domestic Battery RD"
"1058909","The reporting party alleged that the accused stopped him and his family members without justification and demanded to see their identification cards. The accused searched his brother for no apparent reason."
"1061405","The reporting party alleges that unknown officers with possible star numbers """"19568"""" and """"17812"""" issued several false parking citations via mail. The reporting party alleges that the officers mentioned above arrived on private gated property and issued false citations for a personal vehicle, (owned by his wife, ~ that has been inoperable since August 2012."
"1061587","Itis alleged that on 18 April 2013, at 0920 hours, at 5555 W. Grand (Court Branch 50), the accused Police Officer Michael ORLANDO #5594, Unit 50, failed to comply with a direct order given to him by Sergeant Centeria. MOORE &#8211; POWELL # 2583 by failing to remove his civilian coat and leaving the court room as a means to avoid removing his coat. Itis alleged that on 18 April 2013, at 0920 hours, at 5555 W. Grand (Court Branch 50), the accused Police Officer Michael ORLANDO #5594, Unit 050, failed to wear his uniform as prescribed. Itis alleged that on 18 April 2013, at 0910 hours, at 5555 W. Grand (Court Branch 50), the accused Police Officer Michael ORLANDO #5594, Unit 050, was tardy for duty."
"1063398","The complainant alleges that the accused officer searched him inappropriately."
"1063488","It is reported that the accused officer, after being notified of indebtedness to the City, failed to provide documentation of his compliance."
"1064013","The complainant, who ts a tax cab driver, alleged that his passenger refused to pay his fare of $22 45 The complainant called 911 and Beat 1631, female uniformed officer, and Beat 1633, a male uniformed officer last name of “Santana” responded The complainant alleged PO Santana told him, """"You are wasting my time,” and refused to provide him with police service The complainant alleged that another Beat car arrived and completed a police report for him"
"1064256","Victim, alleged that her her ex-boyfriend, accused PO Ricky Thompson nad been harassing and stalking her via text messages, phone calls and Face Book even though she has made it clear to stay away. further alleged that PO Thompson sent naked photographs of himself to her and diretced profanities to her."
"1064310","and viewed his """"private parts."
"1064398","to return or inventory the his residence and personal party alleges that he regarding his keys. The alleges that due to the she called a lock smith in into the vehicle and key. The reporting party mother went to the 003rd on numerous dates and retrieve said keys and that above failed to assist party alleges that the mother the run around."
"1065122","The reporting party alleges that she called 911 regarding ho is the father of her child, who had damaged the main entry front door and the front door to their apartment. The reporting party alleges a black male and a white male plainclothes officer and two black male uniformed officers refused to process a police report and stated, car is damaged and if we had to do a report we will have to arrest the both of you, shut the hell up, don't say shit, go upstairs."""" The reporting party alleges that the officers failed to process a police report for her and the victim, who is her grandmother and resides in the apartment. The reporting party alleges that she called 911 to file a police report regarding a domestic battery incident between her and the father of her child. The reporting party alleges that the accused possibly named “Donya” or “Donyeh"""" is abusing his police powers, by falsely arresting her for Domestic battery. The reporting party alleges that father of her child, who is also friends with the accused, stated that he was going to call his aunt, who is currently dating the accused, to have her (victim) arrested. The reporting party alleges that the accused is currently assigned at the 4th District police station. The reporting party states that she has observed the relatives of the father of her child, engaging and selling illegal drugs on various dates, times, and locations. The reporting party alleges that the accused is aware of this illegal activity due the personal relationships with the father of her child relatives."
"1065236","The reporting party/victim alleged that the accused officer arrested him without justification near Damen and Wilson after he exited the witness’ car, which drove over his foot. The reporting party/victim stated that he exited the car with his daughter. ‘The reporting party/victim alleged that the accused officers did not provide proper service in that they would not complete a battery report stating that the witness purposely ran over his right foot. The reporting party/victim further alleged that the white male officer told him, “Get the fuck out of here."
"1065462","The reporting party/victim alleged that the accused officer grabbed her arm and shook her. Sgt. Fiedler of BIA reported that the accused officer was served an order of protection _ by the Cook County Sheriffs Dept. at BIA at 1800 hours on 10 October 2013."
"1067795","TWO CALLS TO '911' WERE REPORTING PARTY THE POLICE FAILED TO"
"1067973","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER ARRESTED HIM WITHOUT JUSTIFICATION. THE REPORTING PARTY ALLEGES THAT THE ACCUSED SUPERVISOR AND OFFICERS ARRESTED HIM WITHOUT JUSTIFICATION."
"1068120","‘The reporting party alleges that the accused falsely arrested him for drugs on several occasions in 2010, 2012 and 2013."
"1071536","The complainant alleges that an unknown plainclothes officer(s) searched her room and $200.00 U.S.C. was discovered missing. Note: Please see initiation report and this is a duplicate to Log#1071535,"
"1073183","The reporting party alleges that the accused stopped and searched him without justification.  The reporting party alleges that the accused improperly searched him by rubbing his genitals and inserting his finger in his rectum. The reporting party also alleges that the accused stopped and searched him without justification."
"1082997","On November 12, 2016, Of?cer (?Of?cer and Officer (?Of?cer were conducting a narcotics surveillance when they observed purchase narcotics.3 Officers - and arrested - for possession. According to - when Officers - and approached him, they grabbed him, dragged him about five feet to the police vehicle, and ?ung him on hood of the vehicle. - told the officers he had one bag in his wallet. Officers - and improperly search him by dropping his pants to his knees and checked inside his underpants. Officers _and placed - in handcuffs, which were so tight they dug into his skin. Then, they placed - in the back seat without a seatbelt and he was thrown about in the backseat during transport. - did not seek medical treatment due to limited financial resources.4 Of?cers - and deny allegations. According to Officers - and - was cooperative and they did not need to slam _against the vehicle. - admitted he had used one bag of narcotics before he was stopped and handed the officers the other bag of narcotics. Officer handcuffed - per procedure and without complaint from -. Of?cer conducted a quick pat down of outer garments for police safety before guiding him into the police vehicle. Officer - did not recall transporting -, but stated - had on a seatbelt. At the station, Officer conducted a custodial search, which included checking waistband area.5 further alleged, during processing at the police station, Officer - took his wallet, money, and cell phone. When - was released and collected his personal items, he was missing his cell phone and $10.00.6 Of?cer - denied handling cell phone. Officer - indicated, from the police report, - had $3.00 that he would have kept and lockup personnel would have bagged the money in front of -.7 Department Reports corroborate Of?cer - and accounts that they were conducting narcotics surveillance that resulted in three arrests, and Inventory Reports documented three cell phones were recovered. One cell phone was attributed to and two cell phones were attributed to"
"1017850","On 01 July 2008, a complaint was registered with the Independent Police Review Authority regarding an incident occurring in various locations and at various times, involving an on-duty Chicago Police Department detective. It was alleged that on one occasion, the accused detective used a Chicago Police Department fax machine for her own personal use, on another occasion it was alleged that the accused detective used a Chicago Police Department computer for personal use, filed a false complaint with the Cook County Internal Affairs Division, and was in possession of an unregistered weapon. In addition, IPRA further alleged that the accused detective failed to complete a Chicago Police Department Firearm Disposition/Registration form regarding the transfer or sale of her weapons. Based on documentary evidence and the accused detectives admission, IPRA recommended to SUSTAIN the allegation that on at least one occasion, the accused detective used Department equipment for personal use. Because of a lack of evidence tracking Internet usage on Department machines, IPRA recommended to NOT SUSTAIN, the allegation that the accused detective used a Department computer on another occasion for personal use. Based on documentary evidence and the statement of the accused detective, IPRA recommended to NOT SUSTAIN the allegation that she filed a false complaint with the Cook County Internal Affairs Division. IPRA recommended a finding of UNFOUNDED for the allegation that the accused detective was in possession of an unregistered weapon, as there was no corroborating evidence to support this allegation. Based on CPD records and witness statements, IPRA recommended to SUSTAIN the allegation that the accused detective failed to complete a Chicago Police Department Firearm Disposition/Registration form regarding the sale of her weapons. IPRA recommended a three (3) day suspension for the accused of detective."
"1050546","It is reported by an anonymous caller, who identified himself as an officer that the accused officer is a medical abuser in that on December 12, 2011 @ 10:15; the accused officer will be conducting his person business on that date at the Daley Center in Court Room 2502 with the Honorable Judge Nancy Amold."
"1051742","The reporting party alleged that the accused responded to a call for a Supervisor, at which time the accused refused to file a complaint on her behalf and refused to give his name and star number upon request.  The reporting party alleged that the accused harassed her boyfriend, in that she falsely arrested him for assault The reporting party further alleged that the accused refused to give her name and star number upon request."
"1051843","The reporting party ( and (— alleged that the accused failed to file a police reporting regarding the Security Guard who had pulled a weapon on them. One of the officers was verbally abusive in that he stated something to the effect, “Go the fuck home or get the fuck locked up."
"1052197","The complainant alleges that her husband asked for the accused officers name and star number and the accused officer refused to provide it The complainant alleges that the accused officer detained her and handcuffed her without justification. The complainant alleges that the accused officer arrested without justification."
"1052406","The reporting party alleges that during a traffic stop that the accused and his partner, an Asian male uniformed officer stated, “Get us a gun and we won""""t tow your car.” The reporting party alleaes that he called his friend, on his cell phone ane vncrnee mor wirat the accused and his partner wanted. The reporting party alleges that the accused tadioed for additional officers to transport him to the 024th District Police Station. The reporting party alleges that the accused and his partner went to his friend's place of residence and that they retrieved the gun. The reporting party alleges that the accused and his partner falsely arrested him for possession of marijuana and towed his vehicle. The reporting party alleges that a male supervisor, possibly named “Hines” walked up to entry way of the interview room and stated, """"Yes, you're under arrest for the marijuana. The reporting party states that there is a CPD camera at the end of the block. The reporting party alleges that the accused and his nartner inctructod him to tell his friend to leave the gun underneath the garbage can in the alley and they will be there to retrieve them. The reporting party alleges several male uniformed officers arrived at his place and searched outside and around his place of residence. The reporting party alleges that officer mentioned above retrived the gun from under the garbage can, walked back to his marked vehicle, parked down the street out of view, and then he drove off. The reporting party states that there is a CPD camera at the end of the block."
"1053036","The reporting party alleges that a white female and two white male officers attempted to remove her vehicle without her permission"
"1054554","The reporting party alleges that the accused officer removed $532.00 in U.S.C. which was not inventoried or returned"
"1056433","The reporting alleges that a white male and a Hispanic male uniformed officer knocked on her window and stated, """"Someone had just tried to use her credit card at Walgreen&#8217:s' pharmacy”. The reporting party alleges that she looked around and observed that their personal vehicle was missing in front of her house. The reporting party alleges that she went to a police station and she was instructed to go back to her place of residence. The reporting party alleges that the officers mentioned above failed to process a police report for her."
"1057120","pushed ‘against a wall during a struggle over her purse"
"1058779","The complainant alleges that the accused officer refused to provide her with any assistance with the return of her fifteen year old daughter. The complainant alleges that the accused officer refused to provide her with any assistance with the return of her fifteen year old daughter."
"1059361","__It is alleged that between 31 Dec 2012 to 04 Jan 2013 the involved members were inattentive to duty in that they refused to obtain evidence in the domestic case as instructed by their supervisor. It is alleged that between 31 Dec 2012 to 04 Jan 2013 the involved members were inattentive to duty in that they refused to obtain evidence in the domestic case as instructed by their supervisor."
"1059990","Victim alleges that she was falsely arrested for aggravated battery to a child. In addition victim also alleges that detectives fabricated evidence and withheld exculpatory information and made false statements regarding the opinions of a medical expert."
"1060476","The complainant alleges that the accused officer had improper contact with trial witnesses."
"1061687","VIOLATION BOND."
"1062377","On May 13, 2013, at approximately 9:00 pm, ?(_drove south through the alley behind the 8300 block of S. Kerfoot Ave towards her home _with her daughters, _and the alley, _encountered Chicago Police Department Officers _(?Of?cer _and _(?Officer _who were driving a marked police car through the alley towards - 2 The officers exited their car and approached _At some point, _reversed from the alley while Officer _was at the side of _vehicle, causing injury to _Officers _and _pursued _and _was taken into custody after a physical confrontation. This investigation was open by the Independent Police Review Authority during the May of 2013 and closed by IPRA during the October of 2013. The investigation was then re? opened during the May of 2016 and has remained open throughout the pendency of a civil lawsuit initiated by -"
"1063049","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER HANDCUFFED HIM TOO TIGHTLY AND REFERRED TO HIM AS """"BOY"""" REPEATEDLY. CITATION: DRINKING IN THE PARK: 17 THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER HANDCUFFED HIM TOO TIGHTLY AND REFERRED TO HIM AS """"BOY"""" REPEATEL™ ¥ “!TaTION- DRINKING IN THE PARK:"
"1064793","to respond to his"
"1065584","The reporting alleges that the accused and several plainclothes officers stopped, handcuffed, searched, detained and questioned him about a recent murder of a person that had occurred in the vicinity of Parkside and Washington streets. The reporting party alleges that he informed the officers that he had no knowledge of the incident and the officers falsely arrested him for possession of marijuana. The reporting party further alleges that the officers placed false information on his arrest report by stating he is afliated with a gang and providing the wrong address where the incident actually had occurred. The reporting alleges that the accused and several plainclothes officers stopped, handcuffed, searched, detained and questioned him about a recent murder of a person that had occurred in the vicinity of Parkside and Washington streets. The reporting party alleges that he informed the officers that he had no knowledge of the incident and the officers falsely arrested him for possession of marijuana. The reporting party further alleges that the officers placed false information on his arrest report by stating he is afliated with a gang and providing the wrong address where the incident actually had occurred."
"1065808","THE REPORTING PARTY STATES THAT HE CALLED THE ACCUSED SERGEANT OVER TWO WEEKS AGO TO REPORT A TROUBLED PROPERTY ON HIS BLOCK. HE ALLEGES THAT THE ACCUSED SERGEANT HAS FAILED TO PROVIDE THE SERVICE THAT HE EXPECTS."
"1067601","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER DROVE HIS VEHICLE TOWARD HER AND ALMOST STRUCK HER. SHE ALSO ALLEGES THAT THE ACCUSED OFFICER YELLED AT HER AND THREATENED TO ARREST HER."
"1067724","The complainant alleges that during a traffic stop, the accused officer called fora female to search her and while waiting, he patted her down and told her to lift her shirt and lift her bra. The complainant further alleges that the accused officer did not allow her to look for her driver's license or her insurance card and was rude and unprofessional."
"1069030","The reporting party that she called """"911"""" to report that her and her neice,Amanda Sanford, were being battered. It is alleged the accused officers failed to file a police report in regards to the offenders, who drove away in her vehicle and battered her and her niece. It is further alleged that the accused Sergeants threatened to arrest her for no apparent reason."
"1069360","THE REPORTING PARTY ALLEGES THAT DURING THE EXECUTION OF A WARRANT THE ACCUSED OFFICERS REMOVED $2,851.00 AND FAILED TO RETURN OR INVENTORY SAME. THE WARRANT NUMBER IS NOT AVAILABLE AT THIS TIME."
"1069593","The reporting party alleges that the accused officer falsely arrested him for drugs and failed to return or inventory his wallet and its contents. The reporting party alleges that the accused officer failed to return or inventory his wallet and its contents."
"1071185","The complainant alleged that the accused officers stopped, detained and arrested him without justification."
"1071784","for a domestic a previous alleges her jewelry was"
"1072290","The reporting party/victim alleged that the accused officer removed a debit card, a cell phone and other miscellaneous ttems from his inventory property bag after he was transported to the 16th District station, and the accused officer did not return them The victim related that the debit card ts in the name of his mother,"
"1072381","The reporting party/victim alleged that the accused officer completed an inaccurate case report about an incident in which she was battered, in that she was not identified as the victim The victim further alleged that the accused officer did not arrest the witness, who battered her, even though he was still on the scene The victim related that the witness has harassed her repeatedly before and after the 24 June 2014 incident"
"1086938","On September 24, 2017, the complainant, Subject 1, was displaying banners on the Natoma Overpass, which runs over the Kennedy Expressway. Chicago Police Department (CPD) Sergeant A, removed the signs. Officer A was also present."
"1048999","The reporting victim alleges that the accused has sexually harassed her, in that he has made several unwarranted sexual comments. See initiation report."
"1049035","THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER ARRESTED HIM WITHOUT JUSTIFICATION. HE ALSO ALLEGES THAT THE ACCUSED OFFICER VERBALLY ABUSED IN THAT HE REFERRED TO HIM AS """"STUPID AND RETARDED"""" AND OTHER OFFENSIVE NAMES. HE ALSO ALLEGES THAT THE ACCUSED OFFICER DAMAGED HIS VEHICLE. THE REPORTING PARTY ALLEGES THAT THE ACCUSED OFFICER ARRESTED HIM WITHOUT JUSTIFICATION. HE ALSO ALLEGES THAT THE ACCUSED OFFICER DAMAGED HIS VEHICLE."
"1049167","threatened her pointed his weapon at her"
"1049184","The complainant alleges that the accused officers failed to file a report on his behalf after informing them that someone threw rocks at his window while standing on his property."
"1050195","The reporting party alleges that an unknown male white uniformed officer failed to file a report on his behalf and failed to inventory or return his birth certificate."
"1051745","The reporting party alleged that while the victim was in police custody at the 014th District, the accused battered him, in that they pushed, kicked and punched him about the body. The reporting party further alleged that the accused justified tasing the victim, by falsely and maliciously arresting him for resisting and aggravated assaulting police officer. The reporting party alleged that while the victim vas in police custody at the 014th vistrict, the accused battered him, in that they pushed, kicked and punched him about the body. The reporting party further alleged that the accused justified tasing the victim, by falsely and maliciously arresting him for resisting and aggravated assaulting a police officer. The reporting party alleged that while the victim was in police custoay at the U14th District, the accused battered him, in that they pushed, kicked and punched him about the body. The reporting party further alleged that the accused justified tasing the victim, by falsely and maliciously arresting him for resisting and aggravated assaulting a police officer. The reporting party alleged that while the victim was in police custody at the 014th District, the accused battered him, in that they pushed, kicked and punched him about the body. The reporting party further alleged that the accused justified tasing the victim, by falsely and maliciously arresting him for resisting and aggravated assaulting a police officer."
"1052479","On March 10, 2012, a complaint was registered with the Independent Police Review Authority (IPRA), regarding an incident that occurred on March 10, 2012 in the 5th District involving an on-duty Chicago Police Department (CPD) Officer. It was alleged that the accused Officer was inattentive to duty in that he accidentally discharged his taser. Based upon a mediation, the accused Officer agreed to accept IPRAs finding of SUSTAINED and a Violation Noted."
"1052511","The reporting party alleged that his Realtor forged $20,000. 00 from his bank account, at which time he filed a deceptive practice police report. The accused,who is assigned to investigate his case, has not contacted him and failed to return his telephone calls."
"1053362","The reporting party alleges that the accused officer and his partner failed to inventory or return her crucifix 14kt gold serenity prayer with a four leaf small clover chain."
"1053481","The reporting party alleges that she received a telephone call from an unknown male detective regarding the status of her case or Deceptive Practice) The reporting party alleges that the detective was rude and unprofessional and that he stated in an aggressive manner, """"This is a bull shit case, | don't have time for this. Are you willing to take a fucking lie detector test? This is a scam. Who do you live with? Did you give your card to someone? Are you trying to get some money? | don't feel like talking to you any more!"
"1055370","The Reporting Party Victim alleged that the accused failed to arrest a person after this person jumped the victim's fence, kicked in the door to the victim's apartment and battered the victim"
"1057325","The reporting party who did not witness the incident alleged that the accused failed to secure his weapon and endangered their children’s lives in that they played with his loaded gun. The children are 5, 6 & 7 years old."
"1057486","The reporting party alleges that two white male plainclothes officers, one possibly named, """"E. LEOENZA"""" are harassing him due to his arrest history and being on parole. The reporting party alleges that the officers falsely arrest him for soliciting and unlawful contact with known gang members on the 24-Sept-2012 and 01-Oct-2012. The reporting party states that this is an on- going situation. PLEASE NOTE DESCRIPTION OF VEHICLES DRIVEN BY OFFICERS: ON 24-SEPT-2012 BOTH OFFICERS DRIVING A BLACK COLORED UNMARKED TAHOE. ON 01-OCT-2012 BOTH OFFICERS DRIVING INA CHARCOAL GREY COLORED. UNMARKED TAHOE, WITH POSSIBLE LICENSE PLATE """"#7235"
"1057978","The reporting party alleged that, during her arrest, the accused officers took jewelery from her and failed to inventory or return the property."
"1058487","The Reporting Party Victim alleged that the accused harassed him in that they searched him and his car without probable cause, and stated to him, """"Shut the fuck up, you are ignorant and unedumacated.”"
"1059259","officers the states that states on her"
"1059512","The complainant alleges that the accused officer filled out his police report incorrectly and failed to properly investigate traffic accident"
"1060832","THE REPORTING PARTY STATES THAT SHE WAS THE VICTIM OF AN ON-LINE SCAM IN WHICH SOMEONE USED HER CREDIT CARD INFORMATION. SHE ALLEGES THAT THE ACCUSED OFFICER REFUSED TO SEND AN OFFICER TO HER HOME TO TAKE HER REPORT."
"1061598","items missing from the backpack at this time."
"1061725","chips and stated that he license because on a residential"
"1062023","and cut the the finger."
"1062999","It is reported that the accused officer made a false report written or oral to his superior while at the above location."
